zone,food_category,day_of_week,hour,month,is_weekend,is_evening,is_morning,zone_ngos_active,listings_in_zone,avg_distance_km,demand_kg,urgency_score,claimed_within_2hrs
South Delhi,Cooked Meals,4,13,10,0,0,0,8,6,16.9,12.1,0.8,1
Dwarka,Dairy,5,11,1,1,0,1,12,1,12.5,19.5,0.76,0
West Delhi,Bakery,6,11,4,1,0,1,4,4,15.2,11.0,0.64,0
West Delhi,Bakery,2,20,1,0,1,0,5,3,2.0,15.3,0.35,0
West Delhi,Fruits & Vegetables,5,15,11,1,0,0,3,3,9.3,7.7,0.69,1
North Delhi,Bakery,2,7,9,0,0,1,8,2,2.9,16.2,0.58,1
East Delhi,Bakery,0,10,7,0,0,1,5,3,5.9,5.0,0.49,1
Noida,Packaged Goods,1,12,8,0,0,0,11,8,6.1,5.0,0.33,0
Central Delhi,Dairy,1,6,4,0,0,0,8,8,16.8,18.5,0.53,1
South Delhi,Rice & Grains,1,7,4,0,0,1,10,2,10.7,25.9,0.8,0
Gurgaon,Rice & Grains,4,10,1,0,0,1,10,4,14.7,14.4,0.45,0
West Delhi,Cooked Meals,4,8,4,0,0,1,3,6,10.2,12.5,0.46,0
South Delhi,Fruits & Vegetables,2,16,9,0,0,0,4,1,8.6,10.9,0.72,1
West Delhi,Bakery,6,13,12,1,0,0,10,3,11.8,17.4,0.58,0
South Delhi,Packaged Goods,5,8,12,1,0,1,9,3,12.7,12.0,0.78,0
Noida,Cooked Meals,0,6,1,0,0,0,2,1,2.9,5.0,0.61,0
East Delhi,Rice & Grains,6,8,2,1,0,1,9,2,8.7,14.4,0.78,0
Noida,Cooked Meals,6,6,12,1,0,0,7,6,7.8,11.7,0.67,1
South Delhi,Dairy,5,15,5,1,0,0,3,3,11.4,20.1,0.87,1
Dwarka,Fruits & Vegetables,3,22,2,0,0,0,6,1,6.7,6.4,0.43,1
Dwarka,Cooked Meals,4,19,8,0,1,0,11,1,1.5,15.9,0.74,1
Central Delhi,Bakery,3,17,11,0,1,0,7,5,10.2,15.1,0.72,1
Gurgaon,Packaged Goods,4,9,4,0,0,1,6,4,17.8,5.0,0.39,0
Noida,Rice & Grains,0,17,5,0,1,0,11,7,13.5,6.2,0.37,0
North Delhi,Rice & Grains,3,7,7,0,0,1,8,8,11.7,10.2,0.74,1
North Delhi,Dairy,6,22,3,1,0,0,2,5,14.7,20.4,0.81,1
South Delhi,Packaged Goods,2,22,2,0,0,0,10,1,5.8,5.0,0.58,0
Central Delhi,Rice & Grains,1,21,8,0,1,0,5,4,7.7,21.4,0.71,0
West Delhi,Dairy,5,8,7,1,0,1,4,2,3.8,5.6,0.65,1
Gurgaon,Dairy,5,15,12,1,0,0,11,5,8.2,9.8,0.72,1
East Delhi,Cooked Meals,1,19,12,0,1,0,10,7,5.0,5.9,0.61,1
Central Delhi,Fruits & Vegetables,0,20,1,0,1,0,6,7,4.1,17.3,0.73,0
Noida,Fruits & Vegetables,6,7,3,1,0,1,5,6,7.1,15.0,0.73,1
East Delhi,Fruits & Vegetables,1,6,11,0,0,0,8,5,8.3,5.8,0.36,1
Central Delhi,Fruits & Vegetables,4,22,9,0,0,0,2,4,13.6,10.8,0.75,0
Noida,Bakery,4,22,9,0,0,0,6,6,13.5,13.5,0.52,1
East Delhi,Packaged Goods,4,7,11,0,0,1,2,5,12.8,9.3,0.51,0
North Delhi,Fruits & Vegetables,1,12,4,0,0,0,7,4,15.2,7.7,0.56,1
Central Delhi,Dairy,2,9,7,0,0,1,4,2,3.0,23.3,0.57,0
Dwarka,Dairy,3,9,9,0,0,1,5,4,11.3,17.8,0.48,1
West Delhi,Packaged Goods,1,10,7,0,0,1,5,1,16.1,13.2,0.31,0
North Delhi,Rice & Grains,0,8,10,0,0,1,9,6,17.9,16.8,0.55,0
South Delhi,Packaged Goods,4,19,9,0,1,0,10,1,1.7,5.0,0.62,0
East Delhi,Bakery,6,6,1,1,0,0,7,7,3.3,16.9,0.64,1
East Delhi,Dairy,4,6,4,0,0,0,7,8,12.0,5.0,0.56,0
Dwarka,Fruits & Vegetables,5,15,10,1,0,0,8,1,16.1,11.1,0.75,1
West Delhi,Packaged Goods,2,17,3,0,1,0,3,5,11.5,12.5,0.44,0
South Delhi,Dairy,5,15,2,1,0,0,5,4,8.1,29.4,0.91,1
Dwarka,Fruits & Vegetables,6,6,10,1,0,0,8,4,4.3,9.8,0.54,1
East Delhi,Bakery,4,22,3,0,0,0,9,5,7.0,7.1,0.49,1
Gurgaon,Cooked Meals,0,14,1,0,0,0,6,3,10.1,13.8,0.57,0
Gurgaon,Rice & Grains,0,17,11,0,1,0,7,4,9.6,5.0,0.51,1
Gurgaon,Packaged Goods,3,7,9,0,0,1,3,3,8.5,8.3,0.53,0
North Delhi,Cooked Meals,1,7,9,0,0,1,7,7,8.1,19.8,0.73,0
South Delhi,Cooked Meals,3,10,11,0,0,1,7,4,3.1,20.1,0.79,1
East Delhi,Bakery,2,16,6,0,0,0,8,3,8.7,14.7,0.39,1
South Delhi,Packaged Goods,5,21,7,1,1,0,12,3,11.7,14.6,0.72,1
Central Delhi,Fruits & Vegetables,5,7,2,1,0,1,10,1,14.6,21.5,0.97,1
Dwarka,Bakery,2,15,4,0,0,0,12,3,8.2,5.0,0.23,0
West Delhi,Bakery,5,17,10,1,1,0,2,2,12.5,12.1,0.79,0
Dwarka,Rice & Grains,5,6,10,1,0,0,10,6,17.9,16.5,0.79,0
South Delhi,Fruits & Vegetables,2,11,1,0,0,1,9,5,11.1,13.5,0.55,0
East Delhi,Packaged Goods,6,19,10,1,1,0,8,5,15.2,14.4,0.59,1
Dwarka,Cooked Meals,4,15,3,0,0,0,7,7,12.0,21.9,0.63,0
West Delhi,Bakery,2,9,5,0,0,1,10,5,10.9,5.7,0.43,1
West Delhi,Bakery,1,9,3,0,0,1,5,5,14.4,8.1,0.47,0
Gurgaon,Packaged Goods,4,7,7,0,0,1,2,8,4.1,10.5,0.39,0
South Delhi,Packaged Goods,6,19,1,1,1,0,4,4,6.6,12.7,0.99,1
West Delhi,Dairy,4,13,6,0,0,0,11,6,12.2,9.8,0.62,0
East Delhi,Rice & Grains,4,6,5,0,0,0,7,7,16.1,8.7,0.63,0
South Delhi,Bakery,5,19,6,1,1,0,4,7,11.2,22.8,0.66,1
Noida,Dairy,5,10,7,1,0,1,3,7,11.0,22.4,0.82,0
Noida,Packaged Goods,5,8,4,1,0,1,9,7,3.1,5.7,0.49,1
East Delhi,Bakery,6,22,6,1,0,0,3,5,15.4,13.6,0.73,1
Central Delhi,Packaged Goods,4,10,4,0,0,1,6,5,11.8,11.1,0.59,0
North Delhi,Cooked Meals,6,11,8,1,0,1,2,1,12.5,24.1,0.99,0
Gurgaon,Dairy,3,18,2,0,1,0,3,7,9.8,12.2,0.36,0
South Delhi,Cooked Meals,5,12,10,1,0,0,2,1,17.1,32.0,1.0,1
Gurgaon,Dairy,0,14,2,0,0,0,11,2,15.7,23.0,0.35,0
Noida,Cooked Meals,3,19,3,0,1,0,10,4,15.9,14.2,0.34,0
Dwarka,Rice & Grains,3,10,1,0,0,1,5,5,6.0,13.7,0.49,0
Dwarka,Packaged Goods,3,15,7,0,0,0,9,3,13.5,15.1,0.35,1
Gurgaon,Rice & Grains,1,10,6,0,0,1,3,8,13.5,5.0,0.45,1
Dwarka,Packaged Goods,0,11,10,0,0,1,11,2,14.2,5.0,0.5,0
Central Delhi,Cooked Meals,3,22,11,0,0,0,3,4,4.8,6.7,0.73,0
Dwarka,Bakery,0,10,6,0,0,1,4,4,7.2,5.0,0.44,0
Gurgaon,Cooked Meals,3,8,8,0,0,1,4,2,2.8,18.1,0.56,1
